Phase,Wave,Pool,"Pool Seed","Phase Seed","Pool Placement","Event Placement",Entrant,"Seed ID","Player Name","Player GamerTag","Player Short GamerTag","Sets Played","Sets Won","Games Played","Games Won"
"Top 8",,1,1,1,1,1,"RZR | Xian",19118028,"Kun Xian Ho","RZR | Xian",Xian,3,3,12,8
"Top 8",,1,4,4,2,2,J]-[UN,19118031,"Yian Chye",J]-[UN,J]-[UN,5,3,16,9
"Top 8",,1,3,3,3,3,Oswald,19118030,"Tjie Wai kit",Oswald,Oswald,3,1,12,6
"Top 8",,1,2,2,4,4,WayneNEWB,19118029,,WayneNEWB,WayneNEWB,3,1,6,2
"Top 8",,1,5,5,5,5,Vita,19118032,"Jerod Neo",Vita,Vita,2,1,4,2
"Top 8",,1,7,7,5,5,IamChuan,19118034,"Ban Chuan Quah",IamChuan,IamChuan,2,1,5,2
"Top 8",,1,6,6,7,7,Tetsuga-Ar,19118033,"Chayapon Pechhastsanayothin",Tetsuga-Ar,Tetsuga-Ar,1,0,3,1
"Top 8",,1,8,8,7,7,"0re0z オレオッズ",19118035,"Shane Goh","0re0z オレオッズ","0re0z オレオッズ",1,0,2,0
